"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Unspecified occupant of special industrial vehicle injured in nontraffic accident"	"V83.9"	60	4156214161	0.0
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	374	4156214161	0.0
	"Passenger of special agricultural vehicle injured in traffic accident"	"V84.1"	10	4156214161	0.0 (Unreliable)
	"Person on outside of special agricultural vehicle injured in traffic accident"	"V84.2"	17	4156214161	0.0 (Unreliable)
	"Unspecified occupant of special agricultural vehicle injured in traffic accident"	"V84.3"	135	4156214161	0.0
	"Person injured while boarding or alighting from special agricultural vehicle"	"V84.4"	6	4156214161	0.0 (Unreliable)
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	323	4156214161	0.0
	"Passenger of special agricultural vehicle injured in nontraffic accident"	"V84.6"	23	4156214161	0.0
	"Person on outside of special agricultural vehicle injured in nontraffic accident"	"V84.7"	87	4156214161	0.0
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	1285	4156214161	0.0
	"Driver of special construction vehicle injured in traffic accident"	"V85.0"	128	4156214161	0.0
	"Passenger of special construction vehicle injured in traffic accident"	"V85.1"	8	4156214161	0.0 (Unreliable)
	"Person on outside of special construction vehicle injured in traffic accident"	"V85.2"	5	4156214161	0.0 (Unreliable)
	"Unspecified occupant of special construction vehicle injured in traffic accident"	"V85.3"	25	4156214161	0.0
	"Person injured while boarding or alighting from special construction vehicle"	"V85.4"	1	4156214161	0.0 (Unreliable)
	"Driver of special construction vehicle injured in nontraffic accident"	"V85.5"	60	4156214161	0.0
	"Passenger of special construction vehicle injured in nontraffic accident"	"V85.6"	5	4156214161	0.0 (Unreliable)
	"Person on outside of special construction vehicle injured in nontraffic accident"	"V85.7"	35	4156214161	0.0
	"Unspecified occupant of special construction vehicle injured in nontraffic accident"	"V85.9"	84	4156214161	0.0
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	3035	4156214161	0.1
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	464	4156214161	0.0
	"Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.2"	36	4156214161	0.0
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	1053	4156214161	0.0
	"Person injured while boarding or alighting from all-terrain or other off-road motor vehicle"	"V86.4"	23	4156214161	0.0
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	3800	4156214161	0.1
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	521	4156214161	0.0
	"Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.7"	65	4156214161	0.0
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	3673	4156214161	0.1
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	1084	4156214161	0.0
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	592	4156214161	0.0
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	1642	4156214161	0.0
	"Person injured in collision between car and bus (traffic)"	"V87.3"	86	4156214161	0.0
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	993	4156214161	0.0
	"Person injured in collision between heavy transport vehicle and bus (traffic)"	"V87.5"	32	4156214161	0.0
	"Person injured in collision between railway train or railway vehicle and car (traffic)"	"V87.6"	194	4156214161	0.0
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	50618	4156214161	1.2
	"Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)"	"V87.8"	1763	4156214161	0.0
	"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic)"	"V87.9"	59	4156214161	0.0
	"Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic"	"V88.0"	2	4156214161	0.0 (Unreliable)
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic"	"V88.1"	8	4156214161	0.0 (Unreliable)
	"Person injured in collision between car and pick-up truck or van, nontraffic"	"V88.2"	6	4156214161	0.0 (Unreliable)
	"Person injured in collision between car and bus, nontraffic"	"V88.3"	1	4156214161	0.0 (Unreliable)
	"Person injured in collision between car and heavy transport vehicle, nontraffic"	"V88.4"	15	4156214161	0.0 (Unreliable)
	"Person injured in collision between heavy transport vehicle and bus, nontraffic"	"V88.5"	0	4156214161	0.0 (Unreliable)
	"Person injured in collision between railway train or railway vehicle and car, nontraffic"	"V88.6"	8	4156214161	0.0 (Unreliable)
	"Person injured in collision between other specified motor vehicles, nontraffic"	"V88.7"	323	4156214161	0.0
	"Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic"	"V88.8"	64	4156214161	0.0
	"Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic"	"V88.9"	23	4156214161	0.0
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	1612	4156214161	0.0
	"Person injured in unspecified nonmotor-vehicle accident, nontraffic"	"V89.1"	43	4156214161	0.0
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	144468	4156214161	3.5
	"Person injured in unspecified nonmotor-vehicle accident, traffic"	"V89.3"	12	4156214161	0.0 (Unreliable)
	"Person injured in unspecified vehicle accident"	"V89.9"	2420	4156214161	0.1
	"Accident to watercraft causing drowning and submersion, merchant ship"	"V90.0"	5	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing drowning and submersion, passenger ship, ferry-boat, or liner"	"V90.1"	32	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, fishing boat"	"V90.2"	180	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, other powered watercraft, hovercraft (on open water), or jet skis"	"V90.3"	92	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, sailboat or yacht"	"V90.4"	42	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	458	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, inflatable craft (nonpowered)"	"V90.6"	102	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, water-skis"	"V90.7"	1	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing drowning and submersion, other unpowered watercraft, surf-board, or windsurfer"	"V90.8"	70	4156214161	0.0
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	1868	4156214161	0.0
	"Accident to watercraft causing other injury, merchant ship"	"V91.0"	4	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, passenger ship, ferry-boat, or liner"	"V91.1"	14	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, fishing boat"	"V91.2"	9	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, other powered watercraft, hovercraft (on open water), or jet skis"	"V91.3"	218	4156214161	0.0
	"Accident to watercraft causing other injury, sailboat or yacht"	"V91.4"	10	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, canoe or kayak"	"V91.5"	13	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, inflatable craft (nonpowered)"	"V91.6"	14	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, water-skis"	"V91.7"	9	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, other unpowered watercraft, surf-board, or windsurfer"	"V91.8"	11	4156214161	0.0 (Unreliable)
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	705	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, merchant ship"	"V92.0"	11	4156214161	0.0 (Unreliable)
	"Water-transport-related drowning and submersion without accident to watercraft, passenger ship, ferry-boat, or liner"	"V92.1"	14	4156214161	0.0 (Unreliable)
	"Water-transport-related drowning and submersion without accident to watercraft, fishing boat"	"V92.2"	119	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis"	"V92.3"	116	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, sailboat or yacht"	"V92.4"	32	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	241	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)"	"V92.6"	120	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, water-skis"	"V92.7"	3	4156214161	0.0 (Unreliable)
	"Water-transport-related drowning and submersion without accident to watercraft, other unpowered watercraft, surf-board, or windsurfer"	"V92.8"	74	4156214161	0.0
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	1754	4156214161	0.0
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, merchant ship"	"V93.0"	6	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, passenger ship, ferry-boat, or liner"	"V93.1"	12	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, fishing boat"	"V93.2"	11	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other powered watercraft, hovercraft (on open water), or jet skis"	"V93.3"	12	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, sailboat or yacht"	"V93.4"	10	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, canoe or kayak"	"V93.5"	3	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, inflatable craft (nonpowered)"	"V93.6"	1	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, water-skis"	"V93.7"	0	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, other unpowered watercraft, surf-board, or windsurfer"	"V93.8"	7	4156214161	0.0 (Unreliable)
	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V93.9"	182	4156214161	0.0
	"Other and unspecified water transport accidents, merchant ship"	"V94.0"	1	4156214161	0.0 (Unreliable)
	"Other and unspecified water transport accidents, passenger ship, ferry-boat, or liner"	"V94.1"	3	4156214161	0.0 (Unreliable)
	"Other and unspecified water transport accidents, fishing boat"	"V94.2"	1	4156214161	0.0 (Unreliable)
	"Other and unspecified water transport accidents, other powered watercraft, hovercraft (on open water), or jet skis"	"V94.3"	107	4156214161	0.0
	"Other and unspecified water transport accidents, sailboat or yacht"	"V94.4"	5	4156214161	0.0 (Unreliable)
	"Other and unspecified water transport accidents, canoe or kayak"	"V94.5"	33	4156214161	0.0
	"Other and unspecified water transport accidents, inflatable craft (nonpowered)"	"V94.6"	21	4156214161	0.0
	"Other and unspecified water transport accidents, water-skis"	"V94.7"	20	4156214161	0.0
	"Other and unspecified water transport accidents, other unpowered watercraft, surf-board, or windsurfer"	"V94.8"	25	4156214161	0.0
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	629	4156214161	0.0
	"Helicopter accident injuring occupant"	"V95.0"	754	4156214161	0.0
	"Ultralight, microlight or powered-glider accident injuring occupant"	"V95.1"	361	4156214161	0.0
	"Accident to other private fixed-wing aircraft, injuring occupant"	"V95.2"	565	4156214161	0.0
	"Accident to commercial fixed-wing aircraft, injuring occupant"	"V95.3"	398	4156214161	0.0
	"Spacecraft accident injuring occupant"	"V95.4"	1	4156214161	0.0 (Unreliable)
	"Other aircraft accidents injuring occupant"	"V95.8"	334	4156214161	0.0
	"Unspecified aircraft accident injuring occupant"	"V95.9"	5796	4156214161	0.1
	"Balloon accident injuring occupant"	"V96.0"	15	4156214161	0.0 (Unreliable)
	"Hang-glider accident injuring occupant"	"V96.1"	57	4156214161	0.0
	"Glider (nonpowered) accident injuring occupant"	"V96.2"	65	4156214161	0.0
	"Other nonpowered-aircraft accidents injuring occupant"	"V96.8"	28	4156214161	0.0
	"Unspecified nonpowered-aircraft accident injuring occupant"	"V96.9"	6	4156214161	0.0 (Unreliable)
	"Occupant of aircraft injured in other specified air transport accidents"	"V97.0"	21	4156214161	0.0
	"Person injured while boarding or alighting from aircraft"	"V97.1"	4	4156214161	0.0 (Unreliable)
	"Parachutist injured in air transport accident"	"V97.2"	278	4156214161	0.0
	"Person on ground injured in air transport accident"	"V97.3"	65	4156214161	0.0
	"Other air transport accidents, not elsewhere classified"	"V97.8"	15	4156214161	0.0 (Unreliable)
	"Other specified transport accidents"	"V98"	18	4156214161	0.0 (Unreliable)
	"Unspecified transport accident"	"V99"	70	4156214161	0.0
	"Fall on same level involving ice and snow"	"W00"	1322	4156214161	0.0
	"Fall on same level from slipping, tripping and stumbling"	"W01"	9472	4156214161	0.2
	"Fall involving ice-skates, skis, roller-skates or skateboards"	"W02"	1019	4156214161	0.0
	"Other fall on same level due to collision with, or pushing by, another person"	"W03"	155	4156214161	0.0
	"Fall while being carried or supported by other persons"	"W04"	318	4156214161	0.0
	"Fall involving wheelchair"	"W05"	4753	4156214161	0.1
	"Fall involving bed"	"W06"	8742	4156214161	0.2
	"Fall involving chair"	"W07"	2935	4156214161	0.1
	"Fall involving other furniture"	"W08"	927	4156214161	0.0
	"Fall involving playground equipment"	"W09"	32	4156214161	0.0
	"Fall on and from stairs and steps"	"W10"	24553	4156214161	0.6
	"Fall on and from ladder"	"W11"	5387	4156214161	0.1
	"Fall on and from scaffolding"	"W12"	705	4156214161	0.0
	"Fall from, out of or through building or structure"	"W13"	7580	4156214161	0.2
	"Fall from tree"	"W14"	1269	4156214161	0.0
	"Fall from cliff"	"W15"	967	4156214161	0.0
	"Diving or jumping into water causing injury other than drowning or submersion"	"W16"	692	4156214161	0.0
	"Other fall from one level to another"	"W17"	6812	4156214161	0.2
	"Other fall on same level"	"W18"	71811	4156214161	1.7
	"Unspecified fall"	"W19"	138505	4156214161	3.3
	"Struck by thrown, projected or falling object"	"W20"	9709	4156214161	0.2
	"Striking against or struck by sports equipment"	"W21"	188	4156214161	0.0
	"Striking against or struck by other objects"	"W22"	1785	4156214161	0.0
	"Caught, crushed, jammed or pinched in or between objects"	"W23"	1663	4156214161	0.0
	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	1394	4156214161	0.0
	"Contact with sharp glass"	"W25"	299	4156214161	0.0
	"Contact with knife, sword or dagger"	"W26"	60	4156214161	0.0
	"Contact with nonpowered hand tool"	"W27"	72	4156214161	0.0
	"Contact with powered lawnmower"	"W28"	791	4156214161	0.0
	"Contact with other powered hand tools and household machinery"	"W29"	160	4156214161	0.0
	"Contact with agricultural machinery"	"W30"	3756	4156214161	0.1
	"Contact with other and unspecified machinery"	"W31"	4165	4156214161	0.1
	"Handgun discharge"	"W32"	1344	4156214161	0.0
	"Rifle, shotgun and larger firearm discharge"	"W33"	1426	4156214161	0.0
	"Discharge from other and unspecified firearms"	"W34"	6708	4156214161	0.2
	"Explosion and rupture of boiler"	"W35"	51	4156214161	0.0
	"Explosion and rupture of gas cylinder"	"W36"	127	4156214161	0.0
	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	165	4156214161	0.0
	"Explosion and rupture of other specified pressurized devices"	"W38"	72	4156214161	0.0
	"Discharge of firework"	"W39"	82	4156214161	0.0
	"Explosion of other materials"	"W40"	1889	4156214161	0.0
	"Exposure to high-pressure jet"	"W41"	8	4156214161	0.0 (Unreliable)
	"Exposure to noise"	"W42"	2	4156214161	0.0 (Unreliable)
	"Exposure to vibration"	"W43"	0	4156214161	0.0 (Unreliable)
	"Foreign body entering into or through eye or natural orifice"	"W44"	370	4156214161	0.0
	"Foreign body or object entering through skin"	"W45"	59	4156214161	0.0
	"Contact with hypodermic needle"	"W46"	1	4156214161	0.0 (Unreliable)
	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	583	4156214161	0.0
	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	192	4156214161	0.0
	"Striking against or bumped into by another person"	"W51"	150	4156214161	0.0
	"Crushed, pushed or stepped on by crowd or human stampede"	"W52"	23	4156214161	0.0
	"Bitten by rat"	"W53"	3	4156214161	0.0 (Unreliable)
	"Bitten or struck by dog"	"W54"	415	4156214161	0.0
	"Bitten or struck by other mammals"	"W55"	1021	4156214161	0.0
	"Contact with marine animal"	"W56"	16	4156214161	0.0 (Unreliable)
	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	124	4156214161	0.0
	"Bitten or struck by crocodile or alligator"	"W58"	9	4156214161	0.0 (Unreliable)
	"Bitten or crushed by other reptiles"	"W59"	78	4156214161	0.0
	"Contact with plant thorns and spines and sharp leaves"	"W60"	5	4156214161	0.0 (Unreliable)
	"Exposure to other and unspecified animate mechanical forces"	"W64"	141	4156214161	0.0
	"Drowning and submersion while in bath-tub"	"W65"	4932	4156214161	0.1
	"Drowning and submersion following fall into bath-tub"	"W66"	421	4156214161	0.0
	"Drowning and submersion while in swimming-pool"	"W67"	7587	4156214161	0.2
	"Drowning and submersion following fall into swimming-pool"	"W68"	1319	4156214161	0.0
	"Drowning and submersion while in natural water"	"W69"	17368	4156214161	0.4
	"Drowning and submersion following fall into natural water"	"W70"	3563	4156214161	0.1
	"Other specified drowning and submersion"	"W73"	2749	4156214161	0.1
	"Unspecified drowning and submersion"	"W74"	10972	4156214161	0.3
	"Accidental suffocation and strangulation in bed"	"W75"	8390	4156214161	0.2
	"Other accidental hanging and strangulation"	"W76"	3801	4156214161	0.1
	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	593	4156214161	0.0
	"Inhalation of gastric contents"	"W78"	4886	4156214161	0.1
	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	12805	4156214161	0.3
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	43272	4156214161	1.0
	"Confined to or trapped in a low-oxygen environment"	"W81"	187	4156214161	0.0
	"Other specified threats to breathing"	"W83"	2583	4156214161	0.1
	"Unspecified threat to breathing"	"W84"	5694	4156214161	0.1
	"Exposure to electric transmission lines"	"W85"	1245	4156214161	0.0
	"Exposure to other specified electric current"	"W86"	1346	4156214161	0.0
	"Exposure to unspecified electric current"	"W87"	2498	4156214161	0.1
	"Exposure to ionizing radiation"	"W88"	0	4156214161	0.0 (Unreliable)
	"Exposure to man-made visible and ultraviolet light"	"W89"	1	4156214161	0.0 (Unreliable)
	"Exposure to other nonionizing radiation"	"W90"	0	4156214161	0.0 (Unreliable)
	"Exposure to unspecified type of radiation"	"W91"	0	4156214161	0.0 (Unreliable)
	"Exposure to excessive heat of man-made origin"	"W92"	103	4156214161	0.0
	"Exposure to excessive cold of man-made origin"	"W93"	16	4156214161	0.0 (Unreliable)
	"Exposure to high and low air pressure and changes in air pressure"	"W94"	161	4156214161	0.0
	"Exposure to other and unspecified man-made environmental factors"	"W99"	3	4156214161	0.0 (Unreliable)
	"Exposure to uncontrolled fire in building or structure"	"X00"	34680	4156214161	0.8
	"Exposure to uncontrolled fire, not in building or structure"	"X01"	753	4156214161	0.0
	"Exposure to controlled fire in building or structure"	"X02"	488	4156214161	0.0
	"Exposure to controlled fire, not in building or structure"	"X03"	490	4156214161	0.0
	"Exposure to ignition of highly flammable material"	"X04"	806	4156214161	0.0
	"Exposure to ignition or melting of nightwear"	"X05"	77	4156214161	0.0
	"Exposure to ignition or melting of other clothing and apparel"	"X06"	1424	4156214161	0.0
	"Exposure to other specified smoke, fire and flames"	"X08"	744	4156214161	0.0
	"Exposure to unspecified smoke, fire and flames"	"X09"	3581	4156214161	0.1
	"Contact with hot drinks, food, fats and cooking oils"	"X10"	88	4156214161	0.0
	"Contact with hot tap-water"	"X11"	500	4156214161	0.0
	"Contact with other hot fluids"	"X12"	172	4156214161	0.0
	"Contact with steam and hot vapours"	"X13"	43	4156214161	0.0
	"Contact with hot air and gases"	"X14"	34	4156214161	0.0
	"Contact with hot household appliances"	"X15"	86	4156214161	0.0
	"Contact with hot heating appliances, radiators and pipes"	"X16"	179	4156214161	0.0
	"Contact with hot engines, machinery and tools"	"X17"	25	4156214161	0.0
	"Contact with other hot metals"	"X18"	17	4156214161	0.0 (Unreliable)
	"Contact with other and unspecified heat and hot substances"	"X19"	106	4156214161	0.0
	"Contact with venomous snakes and lizards"	"X20"	92	4156214161	0.0
	"Contact with venomous spiders"	"X21"	98	4156214161	0.0
	"Contact with scorpions"	"X22"	6	4156214161	0.0 (Unreliable)
	"Contact with hornets, wasps and bees"	"X23"	795	4156214161	0.0
	"Contact with centipedes and venomous millipedes (tropical)"	"X24"	5	4156214161	0.0 (Unreliable)
	"Contact with other specified venomous arthropods"	"X25"	112	4156214161	0.0
	"Contact with venomous marine animals and plants"	"X26"	1	4156214161	0.0 (Unreliable)
	"Contact with other specified venomous animals"	"X27"	0	4156214161	0.0 (Unreliable)
	"Contact with other specified venomous plants"	"X28"	1	4156214161	0.0 (Unreliable)
	"Contact with unspecified venomous animal or plant"	"X29"	12	4156214161	0.0 (Unreliable)
	"Exposure to excessive natural heat"	"X30"	5624	4156214161	0.1
	"Exposure to excessive natural cold"	"X31"	8944	4156214161	0.2
	"Exposure to sunlight"	"X32"	13	4156214161	0.0 (Unreliable)
	"Victim of lightning"	"X33"	600	4156214161	0.0
	"Victim of earthquake"	"X34"	7	4156214161	0.0 (Unreliable)
	"Victim of cataclysmic earth movements caused by earthquake"	"X34.0"	0	4156214161	0.0 (Unreliable)
	"Victim of tsunami"	"X34.1"	0	4156214161	0.0 (Unreliable)
	"Victim of other specified effects of earthquake"	"X34.8"	0	4156214161	0.0 (Unreliable)
	"Victim of unspecified effect of earthquake"	"X34.9"	0	4156214161	0.0 (Unreliable)
	"Victim of volcanic eruption"	"X35"	3	4156214161	0.0 (Unreliable)
	"Victim of avalanche, landslide and other earth movements"	"X36"	430	4156214161	0.0
	"Victim of cataclysmic storm"	"X37"	2400	4156214161	0.1
	"Victim of flood"	"X38"	247	4156214161	0.0
	"Exposure to other and unspecified forces of nature"	"X39"	484	4156214161	0.0
	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	3159	4156214161	0.1
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	19720	4156214161	0.5
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	147978	4156214161	3.6
	"Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X43"	281	4156214161	0.0
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	148962	4156214161	3.6
	"Accidental poisoning by and exposure to alcohol"	"X45"	14537	4156214161	0.3
	"Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X46"	906	4156214161	0.0
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	8978	4156214161	0.2
	"Accidental poisoning by and exposure to pesticides"	"X48"	79	4156214161	0.0
	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	1900	4156214161	0.0
	"Overexertion and strenuous or repetitive movements"	"X50"	164	4156214161	0.0
	"Travel and motion"	"X51"	3	4156214161	0.0 (Unreliable)
	"Prolonged stay in weightless environment"	"X52"	3	4156214161	0.0 (Unreliable)
	"Lack of food"	"X53"	619	4156214161	0.0
	"Lack of water"	"X54"	10	4156214161	0.0 (Unreliable)
	"Unspecified privation"	"X57"	180	4156214161	0.0
	"Exposure to other specified factors"	"X58"	652	4156214161	0.0
	"Exposure to unspecified factor"	"X59"	53599	4156214161	1.3
	"Exposure to unspecified factor causing fracture"	"X59.0"	20355	4156214161	0.5
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	14147	4156214161	0.3
	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	2878	4156214161	0.1
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	12619	4156214161	0.3
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	8406	4156214161	0.2
	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	331	4156214161	0.0
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	37443	4156214161	0.9
	"Intentional self-poisoning by and exposure to alcohol"	"X65"	490	4156214161	0.0
	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	1412	4156214161	0.0
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	17637	4156214161	0.4
	"Intentional self-poisoning by and exposure to pesticides"	"X68"	197	4156214161	0.0
	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	1221	4156214161	0.0
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	107718	4156214161	2.6
	"Intentional self-harm by drowning and submersion"	"X71"	5169	4156214161	0.1
	"Intentional self-harm by handgun discharge"	"X72"	55554	4156214161	1.3
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	39885	4156214161	1.0
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	153623	4156214161	3.7
	"Intentional self-harm by explosive material"	"X75"	78	4156214161	0.0
	"Intentional self-harm by smoke, fire and flames"	"X76"	2242	4156214161	0.1
	"Intentional self-harm by steam, hot vapours and hot objects"	"X77"	5	4156214161	0.0 (Unreliable)
	"Intentional self-harm by sharp object"	"X78"	8177	4156214161	0.2
	"Intentional self-harm by blunt object"	"X79"	19	4156214161	0.0 (Unreliable)
	"Intentional self-harm by jumping from a high place"	"X80"	10162	4156214161	0.2
	"Intentional self-harm by jumping or lying before moving object"	"X81"	4667	4156214161	0.1
	"Intentional self-harm by crashing of motor vehicle"	"X82"	1649	4156214161	0.0
	"Intentional self-harm by other specified means"	"X83"	2068	4156214161	0.0
	"Intentional self-harm by unspecified means"	"X84"	2148	4156214161	0.1
	"Assault by drugs, medicaments and biological substances"	"X85"	829	4156214161	0.0
	"Assault by corrosive substance"	"X86"	11	4156214161	0.0 (Unreliable)
	"Assault by pesticides"	"X87"	2	4156214161	0.0 (Unreliable)
	"Assault by gases and vapours"	"X88"	267	4156214161	0.0
	"Assault by other specified chemicals and noxious substances"	"X89"	48	4156214161	0.0
	"Assault by unspecified chemical or noxious substance"	"X90"	31	4156214161	0.0
	"Assault by hanging, strangulation and suffocation"	"X91"	8672	4156214161	0.2
	"Assault by drowning and submersion"	"X92"	749	4156214161	0.0
	"Assault by handgun discharge"	"X93"	13845	4156214161	0.3
	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	9417	4156214161	0.2
	"Assault by other and unspecified firearm discharge"	"X95"	140303	4156214161	3.4
	"Assault by explosive material"	"X96"	56	4156214161	0.0
	"Assault by smoke, fire and flames"	"X97"	1806	4156214161	0.0
	"Assault by steam, hot vapours and hot objects"	"X98"	61	4156214161	0.0
	"Assault by sharp object"	"X99"	27304	4156214161	0.7
	"Assault by blunt object"	"Y00"	1774	4156214161	0.0
	"Assault by pushing from high place"	"Y01"	215	4156214161	0.0
	"Assault by pushing or placing victim before moving object"	"Y02"	270	4156214161	0.0
	"Assault by crashing of motor vehicle"	"Y03"	820	4156214161	0.0
	"Assault by bodily force"	"Y04"	1223	4156214161	0.0
	"Sexual assault by bodily force"	"Y05"	41	4156214161	0.0
	"By spouse or partner"	"Y06.0"	2	4156214161	0.0 (Unreliable)
	"By parent"	"Y06.1"	34	4156214161	0.0
	"By acquaintance or friend"	"Y06.2"	1	4156214161	0.0 (Unreliable)
