"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Acute laryngitis and tracheitis"	"464"	1597	2320363006	0.1
	"Acute upper respiratory infection of multiple or unspecified sites"	"465"	2567	2320363006	0.1
	"Acute bronchitis and bronchiolitis"	"466"	11027	2320363006	0.5
	"Influenza, unqualified"	"470"	17634	2320363006	0.8
	"Influenza with pneumonia"	"471"	28116	2320363006	1.2
	"Influenza with other respiratory manifestations"	"472"	1700	2320363006	0.1
	"Influenza with digestive manifestations"	"473"	432	2320363006	0.0
	"Influenza with nervous manifestations"	"474"	190	2320363006	0.0
	"Viral pneumonia"	"480"	16690	2320363006	0.7
	"Pneumococcal pneumonia"	"481"	57757	2320363006	2.5
	"Friedländer's bacillus"	"482.0"	3691	2320363006	0.2
	"Hemophilus influenzae"	"482.1"	279	2320363006	0.0
	"Streptococcus"	"482.2"	745	2320363006	0.0
	"Staphylococcus"	"482.3"	4723	2320363006	0.2
	"Other"	"482.9"	8979	2320363006	0.4
	"Pneumonia due to other specified organism"	"483"	1525	2320363006	0.1
	"Acute interstitial pneumonia"	"484"	10655	2320363006	0.5
	"Bronchopneumonia, unspecified"	"485"	243115	2320363006	10.5
	"Pneumonia, unspecified"	"486"	272517	2320363006	11.7
	"Bronchitis, unspecified"	"490"	8324	2320363006	0.4
	"Chronic bronchitis"	"491"	49707	2320363006	2.1
	"Emphysema"	"492"	225714	2320363006	9.7
	"Asthma"	"493"	23122	2320363006	1.0
	"Hypertrophy of tonsils and adenoids"	"500"	368	2320363006	0.0
	"Peritonsillar abscess"	"501"	93	2320363006	0.0
	"Chronic pharyngitis"	"502.0"	6	2320363006	0.0 (Unreliable)
	"Chronic nasopharyngitis"	"502.1"	24	2320363006	0.0
	"Maxillary sinusitis (chronic)"	"503.0"	36	2320363006	0.0
	"Frontal sinusitis (chronic)"	"503.1"	65	2320363006	0.0
	"Sinusitis (chronic), other and unspecified"	"503.9"	366	2320363006	0.0
	"Deflected nasal septum"	"504"	8	2320363006	0.0 (Unreliable)
	"Nasal polyp"	"505"	20	2320363006	0.0
	"Chronic laryngitis"	"506"	54	2320363006	0.0
	"Hay fever"	"507"	20	2320363006	0.0
	"Paralysis of vocal cords or larynx"	"508.0"	287	2320363006	0.0
	"Polyp of vocal cords or larynx"	"508.1"	27	2320363006	0.0
	"Edema of larynx"	"508.2"	780	2320363006	0.0
	"Other disease of vocal cords or larynx, not elsewhere classified"	"508.3"	2114	2320363006	0.1
	"Retropharyngeal abscess"	"508.4"	55	2320363006	0.0
	"Other and unspecified diseases of upper respiratory tract"	"508.9"	977	2320363006	0.0
	"Empyema"	"510"	4116	2320363006	0.2
	"Without mention of effusion or tuberculosis"	"511.0"	1034	2320363006	0.0
	"With effusion, with mention of a bacterial cause other than tuberculosis"	"511.1"	14	2320363006	0.0 (Unreliable)
	"Other specified forms of effusion, except tuberculous"	"511.2"	3025	2320363006	0.1
	"Spontaneous pneumothorax"	"512"	2865	2320363006	0.1
	"Abscess of lung"	"513"	9440	2320363006	0.4
	"Pulmonary congestion and hypostasis"	"514"	11055	2320363006	0.5
	"Silicosis"	"515.0"	2994	2320363006	0.1
	"Anthracosilicosis"	"515.1"	11114	2320363006	0.5
	"Asbestosis"	"515.2"	483	2320363006	0.0
	"Other, including pneumoconiosis, unspecified"	"515.9"	3589	2320363006	0.2
	"Due to inhalation of other inorganic dust"	"516.0"	88	2320363006	0.0
	"Due to inhalation of other dust"	"516.1"	91	2320363006	0.0
	"Due to inhalation of fumes"	"516.2"	16	2320363006	0.0 (Unreliable)
	"Other chronic interstitial pneumonia"	"517"	35700	2320363006	1.5
	"Bronchiectasis"	"518"	9580	2320363006	0.4
	"Pulmonary collapse"	"519.0"	4188	2320363006	0.2
	"Acute edema of lung"	"519.1"	3892	2320363006	0.2
	"Other diseases of lung"	"519.2"	21376	2320363006	0.9
	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	138952	2320363006	6.0
	"Other"	"519.9"	8335	2320363006	0.4
	"Anodontia"	"520.0"	0	2320363006	0.0 (Unreliable)
	"Supernumerary teeth"	"520.1"	1	2320363006	0.0 (Unreliable)
	"Abnormalities of size and form"	"520.2"	0	2320363006	0.0 (Unreliable)
	"Mottled teeth"	"520.3"	0	2320363006	0.0 (Unreliable)
	"Enamel hypoplasia"	"520.4"	0	2320363006	0.0 (Unreliable)
	"Hereditary disturbances in tooth structure, not elsewhere classified"	"520.5"	0	2320363006	0.0 (Unreliable)
	"Disturbances in tooth eruption"	"520.6"	8	2320363006	0.0 (Unreliable)
	"Teething syndrome"	"520.7"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"520.9"	0	2320363006	0.0 (Unreliable)
	"Dental caries"	"521.0"	29	2320363006	0.0
	"Attrition"	"521.1"	0	2320363006	0.0 (Unreliable)
	"Abrasion"	"521.2"	0	2320363006	0.0 (Unreliable)
	"Erosion"	"521.3"	0	2320363006	0.0 (Unreliable)
	"Resorption"	"521.4"	0	2320363006	0.0 (Unreliable)
	"Hypercementosis"	"521.5"	0	2320363006	0.0 (Unreliable)
	"Ankylosis"	"521.6"	0	2320363006	0.0 (Unreliable)
	"Posteruptive color changes"	"521.7"	0	2320363006	0.0 (Unreliable)
	"Irradiated enamel"	"521.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"521.9"	0	2320363006	0.0 (Unreliable)
	"Pulpitis"	"522.0"	0	2320363006	0.0 (Unreliable)
	"Necrosis of the pulp"	"522.1"	0	2320363006	0.0 (Unreliable)
	"Pulp degenerations"	"522.2"	0	2320363006	0.0 (Unreliable)
	"Abnormal hard tissue formation in pulp"	"522.3"	0	2320363006	0.0 (Unreliable)
	"Acute apical periodontitis"	"522.4"	29	2320363006	0.0
	"Periapical abscess"	"522.5"	77	2320363006	0.0
	"Chronic apical periodontitis"	"522.6"	0	2320363006	0.0 (Unreliable)
	"Fistula from periapical lesions"	"522.7"	1	2320363006	0.0 (Unreliable)
	"Radicular cyst"	"522.8"	1	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"522.9"	1	2320363006	0.0 (Unreliable)
	"Acute gingivitis"	"523.0"	0	2320363006	0.0 (Unreliable)
	"Chronic gingivitis"	"523.1"	9	2320363006	0.0 (Unreliable)
	"Gingival recession"	"523.2"	0	2320363006	0.0 (Unreliable)
	"Acute periodontitis"	"523.3"	9	2320363006	0.0 (Unreliable)
	"Chronic periodontitis"	"523.4"	13	2320363006	0.0 (Unreliable)
	"Periodontosis"	"523.5"	0	2320363006	0.0 (Unreliable)
	"Accretions on teeth"	"523.6"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"523.9"	10	2320363006	0.0 (Unreliable)
	"Major anomalies of jaw size"	"524.0"	24	2320363006	0.0
	"Anomalies of jaw-cranial base relationships"	"524.1"	4	2320363006	0.0 (Unreliable)
	"Anomalies of dental arch relationship"	"524.2"	0	2320363006	0.0 (Unreliable)
	"Anomalies of tooth position"	"524.3"	0	2320363006	0.0 (Unreliable)
	"Malocculusion, unqualified"	"524.4"	0	2320363006	0.0 (Unreliable)
	"Dento-facial functional abnormalities"	"524.5"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"524.9"	8	2320363006	0.0 (Unreliable)
	"Acquired absence of teeth"	"525.0"	3	2320363006	0.0 (Unreliable)
	"Atrophy of edentulous alveolar ridge"	"525.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"525.9"	187	2320363006	0.0
	"Developmental dental cysts"	"526.0"	1	2320363006	0.0 (Unreliable)
	"Fissural cysts"	"526.1"	3	2320363006	0.0 (Unreliable)
	"Other cysts of jaws"	"526.2"	3	2320363006	0.0 (Unreliable)
	"Reparative giant cell granuloma"	"526.3"	2	2320363006	0.0 (Unreliable)
	"Inflammatory conditions"	"526.4"	38	2320363006	0.0
	"Alveolitis"	"526.5"	114	2320363006	0.0
	"Other and unspecified"	"526.9"	6	2320363006	0.0 (Unreliable)
	"Atrophy"	"527.0"	1	2320363006	0.0 (Unreliable)
	"Hypertrophy"	"527.1"	1	2320363006	0.0 (Unreliable)
	"Sialoadenitis"	"527.2"	515	2320363006	0.0
	"Abscess"	"527.3"	99	2320363006	0.0
	"Fistula"	"527.4"	1	2320363006	0.0 (Unreliable)
	"Sialolithiasis"	"527.5"	6	2320363006	0.0 (Unreliable)
	"Mucocele"	"527.6"	2	2320363006	0.0 (Unreliable)
	"Disturbances of salivary secretion"	"527.7"	2	2320363006	0.0 (Unreliable)
	"Sialosis"	"527.8"	7	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"527.9"	4	2320363006	0.0 (Unreliable)
	"Stomatitis"	"528.0"	30	2320363006	0.0
	"Cancrum oris"	"528.1"	3	2320363006	0.0 (Unreliable)
	"Oral aphthous ulcerations"	"528.2"	2	2320363006	0.0 (Unreliable)
	"Cellulitis and abscess"	"528.3"	76	2320363006	0.0
	"Cysts"	"528.4"	0	2320363006	0.0 (Unreliable)
	"Disease of lips"	"528.5"	3	2320363006	0.0 (Unreliable)
	"Leukoplakia of oral mucosa"	"528.6"	1	2320363006	0.0 (Unreliable)
	"Other disturbances of keratinisation"	"528.7"	0	2320363006	0.0 (Unreliable)
	"Oral submucous fibrosis"	"528.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"528.9"	176	2320363006	0.0
	"Glossitis"	"529.0"	21	2320363006	0.0
	"Geographic tongue"	"529.1"	0	2320363006	0.0 (Unreliable)
	"Median rhomboid glossitis"	"529.2"	0	2320363006	0.0 (Unreliable)
	"Hypertrophy of tongue papillae"	"529.3"	2	2320363006	0.0 (Unreliable)
	"Atrophy of tongue papillae"	"529.4"	0	2320363006	0.0 (Unreliable)
	"Plicated tongue"	"529.5"	0	2320363006	0.0 (Unreliable)
	"Glossodynia"	"529.6"	0	2320363006	0.0 (Unreliable)
	"Leukoplakia and other disturbances of keratinisation of the tongue"	"529.7"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"529.9"	12	2320363006	0.0 (Unreliable)
	"Functional disorders of esophagus"	"530.0"	745	2320363006	0.0
	"Inflammatory diseases of esophagus"	"530.1"	3152	2320363006	0.1
	"Diverticulum, acquired, of esophagus"	"530.2"	349	2320363006	0.0
	"Obstruction of esophagus"	"530.3"	2724	2320363006	0.1
	"Rupture of esophagus"	"530.4"	2157	2320363006	0.1
	"Other"	"530.9"	3150	2320363006	0.1
	"With hemorrhage only"	"531.0"	20498	2320363006	0.9
	"With perforation only"	"531.1"	7928	2320363006	0.3
	"With hemorrhage and perforation"	"531.2"	1545	2320363006	0.1
	"Other and unspecified"	"531.9"	4982	2320363006	0.2
	"With hemorrage only"	"532.0"	18392	2320363006	0.8
	"With perforation only"	"532.1"	11719	2320363006	0.5
	"With hemorrage and perforation"	"532.2"	2242	2320363006	0.1
	"Other and unspecified"	"532.9"	4308	2320363006	0.2
	"With perforation"	"533.0"	5059	2320363006	0.2
	"Without mention of perforation"	"533.9"	6115	2320363006	0.3
	"With hemorrhage only"	"534.0"	7071	2320363006	0.3
	"With perforation only"	"534.1"	369	2320363006	0.0
	"With hemorrhage and perforation"	"534.2"	205	2320363006	0.0
	"Other and unspecified"	"534.9"	328	2320363006	0.0
	"Gastritis and duodenitis"	"535"	6351	2320363006	0.3
	"Disorders of gastric secretion"	"536.0"	47	2320363006	0.0
	"Disorders of gastric motility"	"536.1"	892	2320363006	0.0
	"Other"	"536.9"	342	2320363006	0.0
	"Pyloric stenosis, acquired"	"537.0"	1170	2320363006	0.1
	"Other and unspecified"	"537.9"	5081	2320363006	0.2
	"With peritonitis"	"540.0"	10024	2320363006	0.4
	"Without mention of peritonitis"	"540.9"	795	2320363006	0.0
	"Appendicitis, unqualified"	"541"	876	2320363006	0.0
	"Other appendicitis"	"542"	12	2320363006	0.0 (Unreliable)
	"Other diseases of appendix"	"543"	69	2320363006	0.0
	"Inguinal hernia without mention of obstruction"	"550"	1279	2320363006	0.1
	"Femoral"	"551.0"	88	2320363006	0.0
	"Umbilical"	"551.1"	1341	2320363006	0.1
	"Ventral"	"551.2"	1295	2320363006	0.1
	"Diaphragmatic"	"551.3"	8398	2320363006	0.4
	"Of other specified site"	"551.8"	234	2320363006	0.0
	"Of unspecified site"	"551.9"	1427	2320363006	0.1
	"Inguinal hernia with obstruction"	"552"	3646	2320363006	0.2
	"Femoral"	"553.0"	1642	2320363006	0.1
	"Umbilical"	"553.1"	1264	2320363006	0.1
	"Ventral"	"553.2"	2379	2320363006	0.1
	"Diaphragmatic"	"553.3"	989	2320363006	0.0
	"Of other specified site"	"553.8"	985	2320363006	0.0
	"Of unspecfifed site"	"553.9"	2596	2320363006	0.1
	"Intussusception"	"560.0"	624	2320363006	0.0
	"Paralytic ileus"	"560.1"	3242	2320363006	0.1
	"Volvulus"	"560.2"	9459	2320363006	0.4
	"Impaction of intestine"	"560.3"	1649	2320363006	0.1
	"Adhesions with obstruction"	"560.4"	5297	2320363006	0.2
	"Other and unspecified"	"560.9"	25054	2320363006	1.1
	"Gastroenteritis and colitis, except ulcerative, of non-infectious origin"	"561"	624	2320363006	0.0
	"Small intestine"	"562.0"	480	2320363006	0.0
	"Colon"	"562.1"	34693	2320363006	1.5
	"Regional enteritis"	"563.0"	3599	2320363006	0.2
	"Ulcerative colitis"	"563.1"	6755	2320363006	0.3
	"Other"	"563.9"	843	2320363006	0.0
	"Constipation"	"564.0"	198	2320363006	0.0
	"Irritable colon"	"564.1"	451	2320363006	0.0
	"Other"	"564.9"	228	2320363006	0.0
	"Anal fissure"	"565.0"	22	2320363006	0.0
	"Anal fistula"	"565.1"	45	2320363006	0.0
	"Abscess of anal and rectal regions"	"566"	1285	2320363006	0.1
	"With abscess"	"567.0"	3205	2320363006	0.1
	"Unspecified"	"567.9"	8939	2320363006	0.4
	"Peritoneal adhesions"	"568"	1407	2320363006	0.1
	"Proctitis"	"569.0"	83	2320363006	0.0
	"Prolapse of rectum"	"569.1"	196	2320363006	0.0
	"Other rectal and anal diseases"	"569.2"	1890	2320363006	0.1
	"Fistula of intestine"	"569.3"	2496	2320363006	0.1
	"Perforation or ulceration of intestine NOS"	"569.4"	6991	2320363006	0.3
	"Other"	"569.9"	48560	2320363006	2.1
	"Acute and subacute necrosis of liver"	"570"	6192	2320363006	0.3
	"Alcoholic"	"571.0"	134084	2320363006	5.8
	"Other specified"	"571.8"	53675	2320363006	2.3
	"Unspecified"	"571.9"	157732	2320363006	6.8
	"Suppurative hepatitis and liver abscess"	"572"	1796	2320363006	0.1
	"Hepatitis NOS"	"573.0"	6268	2320363006	0.3
	"Other and unspecified"	"573.9"	23466	2320363006	1.0
	"With acute cholecystitis"	"574.0"	3308	2320363006	0.1
	"With cholecystitis, other"	"574.1"	8185	2320363006	0.4
	"Other and unspecified"	"574.9"	9499	2320363006	0.4
	"Cholecystitis and cholangitis, without mention of calculus"	"575"	17503	2320363006	0.8
	"Obstruction"	"576.0"	6075	2320363006	0.3
	"Fistula"	"576.1"	476	2320363006	0.0
	"Other and unspecified"	"576.9"	8563	2320363006	0.4
	"Acute pancreatitis"	"577.0"	28001	2320363006	1.2
	"Chronic pancreatitis"	"577.1"	2858	2320363006	0.1
	"Other diseases of pancreas"	"577.9"	1904	2320363006	0.1
	"Acute nephritis"	"580"	13468	2320363006	0.6
	"Nephrotic syndrome"	"581"	3738	2320363006	0.2
	"Chronic nephritis"	"582"	68558	2320363006	3.0
	"Nephritis, unqualified"	"583"	8084	2320363006	0.3
	"Renal sclerosis, unqualified"	"584"	1152	2320363006	0.0
	"Chronic pyelonephritis"	"590.0"	38970	2320363006	1.7
	"Other pyelonephritis, pyelitis and pyelocystitis"	"590.1"	26355	2320363006	1.1
	"Abscess of kidney and perirenal tissue"	"590.2"	1271	2320363006	0.1
	"Other"	"590.9"	1155	2320363006	0.0
	"Hydronephrosis"	"591"	1871	2320363006	0.1
	"Calculus of kidney and ureter"	"592"	7141	2320363006	0.3
	"Renal dwarfism"	"593.0"	26	2320363006	0.0
	"Acute tubular nephrosis"	"593.1"	3253	2320363006	0.1
	"Other renal disease"	"593.2"	48675	2320363006	2.1
	"Obstruction of ureter, not elsewhere classified"	"593.3"	1288	2320363006	0.1
	"Hydroureter"	"593.4"	94	2320363006	0.0
	"Other diseases of ureter"	"593.5"	254	2320363006	0.0
	"Calculus of other parts of urinary system"	"594"	705	2320363006	0.0
	"Cystitis"	"595"	3343	2320363006	0.1
	"Fistula of bladder"	"596.0"	657	2320363006	0.0
	"Diverticulum of bladder (acquired)"	"596.1"	155	2320363006	0.0
	"Contracture of bladder (sphincter)"	"596.2"	1051	2320363006	0.0
	"Paralysis of bladder"	"596.3"	50	2320363006	0.0
	"Other and unspecified diseases of bladder"	"596.9"	2048	2320363006	0.1
	"Urethritis (nonvenereal)"	"597"	59	2320363006	0.0
	"Stricture of urethra"	"598"	1346	2320363006	0.1
	"Urinary tract infection NEC"	"599.0"	29693	2320363006	1.3
	"Fistula, urinary NEC"	"599.1"	78	2320363006	0.0
	"Caruncle of urethra"	"599.2"	7	2320363006	0.0 (Unreliable)
	"Other and unspecified diseases of urinary tract"	"599.9"	2870	2320363006	0.1
	"Hyperplasia of prostate"	"600"	18210	2320363006	0.8
	"Prostatitis"	"601"	1339	2320363006	0.1
	"Other diseases of prostate"	"602"	3722	2320363006	0.2
	"Hydrocele"	"603"	36	2320363006	0.0
	"Orchitis and epididymitis"	"604"	163	2320363006	0.0
	"Redundant prepuce and phimosis"	"605"	20	2320363006	0.0
	"Sterility, male"	"606"	0	2320363006	0.0 (Unreliable)
	"Leukoplakia of penis"	"607.0"	0	2320363006	0.0 (Unreliable)
	"Erythroplasia of penis"	"607.1"	0	2320363006	0.0 (Unreliable)
	"Chronic ulceration of penis"	"607.2"	4	2320363006	0.0 (Unreliable)
	"Balanitis"	"607.3"	10	2320363006	0.0 (Unreliable)
	"Seminal vesiculitis"	"607.4"	9	2320363006	0.0 (Unreliable)
	"Other inflammatory diseases"	"607.5"	459	2320363006	0.0
	"Spermatocele"	"607.6"	3	2320363006	0.0 (Unreliable)
	"Torsion of testis"	"607.7"	7	2320363006	0.0 (Unreliable)
	"Atrophy of testicle"	"607.8"	1	2320363006	0.0 (Unreliable)
	"Other"	"607.9"	1219	2320363006	0.1
	"Chronic cystic disease of breast"	"610"	14	2320363006	0.0 (Unreliable)
	"Acute mastitis not associated with lactation"	"611.0"	35	2320363006	0.0
	"Hypertrophy of breast"	"611.1"	4	2320363006	0.0 (Unreliable)
	"Fissure of nipple"	"611.2"	0	2320363006	0.0 (Unreliable)
	"Other"	"611.9"	259	2320363006	0.0
	"Acute salpingitis and oophoritis"	"612"	34	2320363006	0.0
	"Chronic salpingitis and oophoritis"	"613"	8	2320363006	0.0 (Unreliable)
	"Salpingitis and oophoritis, unqualified"	"614"	503	2320363006	0.0
	"Prolapse of ovary"	"615.0"	4	2320363006	0.0 (Unreliable)
	"Hydrosalpinx"	"615.1"	8	2320363006	0.0 (Unreliable)
	"Ovarian cyst, retention"	"615.2"	21	2320363006	0.0
	"Other"	"615.9"	96	2320363006	0.0
	"Pelvic inflammatory disease"	"616.0"	1660	2320363006	0.1
	"Pelvic peritoneal adhesions, female"	"616.1"	48	2320363006	0.0
	"Pelvic congestion, female"	"616.2"	18	2320363006	0.0 (Unreliable)
	"Other"	"616.9"	66	2320363006	0.0
	"Chronic cervicitis"	"620.0"	16	2320363006	0.0 (Unreliable)
	"Other cervicitis"	"620.9"	22	2320363006	0.0
	"Leukoplakia of cervix"	"621.0"	0	2320363006	0.0 (Unreliable)
	"Erythroplasia of cervix"	"621.1"	0	2320363006	0.0 (Unreliable)
	"Hyperplastic endometritis of cervix"	"621.2"	0	2320363006	0.0 (Unreliable)
	"Chronic erosion and ulceration of cervix"	"621.3"	2	2320363006	0.0 (Unreliable)
	"Old laceration of cervix"	"621.4"	1	2320363006	0.0 (Unreliable)
	"Stricture of cervix"	"621.5"	4	2320363006	0.0 (Unreliable)
	"Atrophy of cervix"	"621.6"	0	2320363006	0.0 (Unreliable)
	"Other"	"621.9"	38	2320363006	0.0
	"Infective diseases of uterus, except cervix"	"622.0"	218	2320363006	0.0
	"Vaginitis and vulvitis"	"622.1"	107	2320363006	0.0
	"Cystocele"	"623.0"	148	2320363006	0.0
	"Rectocele"	"623.1"	10	2320363006	0.0 (Unreliable)
	"Urethrocele"	"623.2"	2	2320363006	0.0 (Unreliable)
	"Vaginal enterocele"	"623.3"	4	2320363006	0.0 (Unreliable)
	"Uterine prolapse"	"623.4"	260	2320363006	0.0
	"Other and unspecified"	"623.9"	68	2320363006	0.0
	"Retroversion and retroflexion"	"624.0"	4	2320363006	0.0 (Unreliable)
	"Other"	"624.1"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"624.9"	12	2320363006	0.0 (Unreliable)
	"Atrophy of uterus"	"625.0"	2	2320363006	0.0 (Unreliable)
	"Subinvolution of uterus"	"625.1"	1	2320363006	0.0 (Unreliable)
	"Hyperplasia of endometrium"	"625.2"	33	2320363006	0.0
	"Endometriosis"	"625.3"	105	2320363006	0.0
	"Other"	"625.9"	1414	2320363006	0.1
	"Absent"	"626.0"	1	2320363006	0.0 (Unreliable)
	"Scanty"	"626.1"	0	2320363006	0.0 (Unreliable)
	"Excessive"	"626.2"	55	2320363006	0.0
	"Painful"	"626.3"	3	2320363006	0.0 (Unreliable)
	"Frequent"	"626.4"	0	2320363006	0.0 (Unreliable)
	"Irregular"	"626.5"	1	2320363006	0.0 (Unreliable)
	"Intermenstrual bleeding"	"626.6"	55	2320363006	0.0
	"Postmenopausal bleeding"	"626.7"	24	2320363006	0.0
	"Other"	"626.9"	110	2320363006	0.0
	"Menopausal symptoms"	"627"	7	2320363006	0.0 (Unreliable)
	"Sterility, female"	"628"	0	2320363006	0.0 (Unreliable)
	"Leukoplakia of vagina"	"629.0"	0	2320363006	0.0 (Unreliable)
	"Erythroplasia of vagina and vulva"	"629.1"	0	2320363006	0.0 (Unreliable)
	"Kraurosis of vulva"	"629.2"	6	2320363006	0.0 (Unreliable)
	"Leukorrhea"	"629.3"	0	2320363006	0.0 (Unreliable)
	"Unspecified infection"	"629.4"	815	2320363006	0.0
	"Vaginal bleeding"	"629.5"	183	2320363006	0.0
	"Old laceration"	"629.6"	5	2320363006	0.0 (Unreliable)
	"Stricture or atresia of vagina and hymen"	"629.7"	3	2320363006	0.0 (Unreliable)
	"Rectovaginal fistula"	"629.8"	201	2320363006	0.0
	"Other"	"629.9"	270	2320363006	0.0
	"Infections of genital tract during pregnancy"	"630"	35	2320363006	0.0
	"Abdominal pregnancy, with sepsis"	"631.0"	5	2320363006	0.0 (Unreliable)
	"Tubal pregnancy, with sepsis"	"631.1"	10	2320363006	0.0 (Unreliable)
	"Ovarian pregnancy, with sepsis"	"631.2"	0	2320363006	0.0 (Unreliable)
	"Other or unspecified ectopic pregnancy, with sepsis"	"631.3"	19	2320363006	0.0 (Unreliable)
	"Abdominal pregnancy, without mention of sepsis"	"631.4"	11	2320363006	0.0 (Unreliable)
	"Tubal pregnancy, without mention of sepsis"	"631.5"	249	2320363006	0.0
	"Ovarian pregnancy, without mention of sepsis"	"631.6"	3	2320363006	0.0 (Unreliable)
	"Other or unspecified ectopic pregnancy, without mention of sepsis"	"631.9"	281	2320363006	0.0
	"Placenta previa"	"632.0"	8	2320363006	0.0 (Unreliable)
	"Premature separation of placenta"	"632.1"	17	2320363006	0.0 (Unreliable)
	"Hemorrrhage from marginal sinus"	"632.2"	1	2320363006	0.0 (Unreliable)
	"Threatened abortion"	"632.3"	0	2320363006	0.0 (Unreliable)
	"Due to afibrogenemia"	"632.4"	34	2320363006	0.0
	"Other and unspecified"	"632.9"	67	2320363006	0.0
	"Macrocytic anemia of pregnancy"	"633.0"	0	2320363006	0.0 (Unreliable)
	"Iron deficiency anemia of pregnancy"	"633.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified anemia of pregnancy"	"633.9"	11	2320363006	0.0 (Unreliable)
	"Hydatidiform mole"	"634.0"	30	2320363006	0.0
	"Placental abnormalities not elsewhere classified"	"634.1"	9	2320363006	0.0 (Unreliable)
	"Missed abotion and missed delivery"	"634.2"	21	2320363006	0.0
	"Hydramnios"	"634.3"	6	2320363006	0.0 (Unreliable)
	"Premature rupture of membrane without delivery"	"634.4"	16	2320363006	0.0 (Unreliable)
	"Rh incompatibility"	"634.5"	1	2320363006	0.0 (Unreliable)
	"Habitual aborter, undelivered"	"634.6"	0	2320363006	0.0 (Unreliable)
	"False labour"	"634.7"	2	2320363006	0.0 (Unreliable)
	"Air embolism during pregnancy"	"634.8"	38	2320363006	0.0
	"Other"	"634.9"	355	2320363006	0.0
	"Pyelitis and pyelonephritis"	"635.0"	16	2320363006	0.0 (Unreliable)
	"Cystitis"	"635.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"635.9"	2	2320363006	0.0 (Unreliable)
	"Renal disease arising during pregnancy and the puerperium"	"636"	63	2320363006	0.0
	"Pre-eclampsia"	"637.0"	167	2320363006	0.0
	"Eclampsia"	"637.1"	530	2320363006	0.0
	"Toxemia, unspecified"	"637.9"	266	2320363006	0.0
	"With neuritis"	"638.0"	0	2320363006	0.0 (Unreliable)
	"Without mention of neuritis"	"638.9"	6	2320363006	0.0 (Unreliable)
	"Acute and subacute necrosis of liver"	"639.0"	65	2320363006	0.0
	"Other"	"639.9"	8	2320363006	0.0 (Unreliable)
	"With sepsis"	"640.0"	24	2320363006	0.0
	"With toxemia"	"640.1"	0	2320363006	0.0 (Unreliable)
	"With sepsis and toxemia"	"640.2"	0	2320363006	0.0 (Unreliable)
	"Without mention of sepsis or toxemia"	"640.9"	41	2320363006	0.0
	"With sepsis"	"641.0"	1	2320363006	0.0 (Unreliable)
	"With toxemia"	"641.1"	0	2320363006	0.0 (Unreliable)
	"With sepsis and toxemia"	"641.2"	0	2320363006	0.0 (Unreliable)
	"Without mention of sepsis or toxemia"	"641.9"	5	2320363006	0.0 (Unreliable)
	"With sepsis"	"642.0"	138	2320363006	0.0
	"With hemorrhage"	"642.1"	5	2320363006	0.0 (Unreliable)
	"With sepsis and hemorrhage"	"642.2"	8	2320363006	0.0 (Unreliable)
	"With laceration of pelvic organ (with or without mention of sepsis or hemorrhage)"	"642.3"	24	2320363006	0.0
	"Without mention of sepsis, hemorrhage, or laceration"	"642.9"	78	2320363006	0.0
	"With sepsis"	"643.0"	51	2320363006	0.0
	"With toxemia"	"643.1"	5	2320363006	0.0 (Unreliable)
	"With sepsis and toxemia"	"643.2"	7	2320363006	0.0 (Unreliable)
	"Without mention of sepsis or toxemia"	"643.9"	29	2320363006	0.0
	"With sepsis"	"644.0"	201	2320363006	0.0
	"With toxemia"	"644.1"	2	2320363006	0.0 (Unreliable)
	"With sepsis and toxemia"	"644.2"	15	2320363006	0.0 (Unreliable)
	"Without mention of sepsis or toxemia"	"644.9"	64	2320363006	0.0
	"With sepsis"	"645.0"	6	2320363006	0.0 (Unreliable)
	"With toxemia"	"645.1"	0	2320363006	0.0 (Unreliable)
	"With sepsis and toxemia"	"645.2"	0	2320363006	0.0 (Unreliable)
	"Without mention of sepsis or toxemia"	"645.9"	0	2320363006	0.0 (Unreliable)
	"Delivery without mention of complication"	"650"	27	2320363006	0.0
	"Placenta previa"	"651.0"	82	2320363006	0.0
	"Premature separation of placenta"	"651.1"	227	2320363006	0.0
	"Other antepartum hemorrhage"	"651.9"	21	2320363006	0.0
	"Delivery complicated by retained placenta"	"652"	55	2320363006	0.0
	"Delivery complicated by other postpartum hemorrhage"	"653"	258	2320363006	0.0
	"Android"	"654.0"	0	2320363006	0.0 (Unreliable)
	"Anthropoid"	"654.1"	0	2320363006	0.0 (Unreliable)
