"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Exceptionally large baby"	"766.0"	1	4961016600	0.0 (Unreliable)
	"Other 'heavy-for-dates' infants"	"766.1"	4	4961016600	0.0 (Unreliable)
	"Post-term infant, not 'heavy-for-dates'"	"766.2"	9	4961016600	0.0 (Unreliable)
	"Subdural and cerebral hemorrhage"	"767.0"	7119	4961016600	0.1
	"Injuries to scalp"	"767.1"	33	4961016600	0.0
	"Fracture of clavicle"	"767.2"	5	4961016600	0.0 (Unreliable)
	"Other injuries to skeleton"	"767.3"	46	4961016600	0.0
	"Injury to spine and spinal cord"	"767.4"	38	4961016600	0.0
	"Facial nerve injury"	"767.5"	1	4961016600	0.0 (Unreliable)
	"Injury to brachial plexus"	"767.6"	3	4961016600	0.0 (Unreliable)
	"Other cranial and peripheral nerve injuries"	"767.7"	13	4961016600	0.0 (Unreliable)
	"Other specified birth trauma"	"767.8"	357	4961016600	0.0
	"Birth trauma, unspecified"	"767.9"	198	4961016600	0.0
	"Fetal distress before onset of labor, in liveborn infant"	"768.2"	14	4961016600	0.0 (Unreliable)
	"Fetal distress first noted during labor, in liveborn infant"	"768.3"	14	4961016600	0.0 (Unreliable)
	"Fetal distress, unspecified as to time of onset, in liveborn infant"	"768.4"	4076	4961016600	0.1
	"Severe birth asphyxia"	"768.5"	1383	4961016600	0.0
	"Mild or moderate birth asphyxia"	"768.6"	3	4961016600	0.0 (Unreliable)
	"Unspecified birth asphyxia in liveborn infant"	"768.9"	12500	4961016600	0.3
	"Respiratory distress syndrome"	"769"	59674	4961016600	1.2
	"Congenital pneumonia"	"770.0"	770	4961016600	0.0
	"Meconium aspiration syndrome"	"770.1"	3839	4961016600	0.1
	"Interstitial emphysema and related conditions"	"770.2"	5390	4961016600	0.1
	"Pulmonary hemorrhage"	"770.3"	2855	4961016600	0.1
	"Primary atelectasis"	"770.4"	8332	4961016600	0.2
	"Other and unspecified atelectasis"	"770.5"	2549	4961016600	0.1
	"Transitory tachypnea of newborn"	"770.6"	9	4961016600	0.0 (Unreliable)
	"Chronic respiratory disease arising in the perinatal period"	"770.7"	10170	4961016600	0.2
	"Other respiratory problems after birth"	"770.8"	26468	4961016600	0.5
	"Unspecified respiratory condition of fetus and newborn"	"770.9"	33	4961016600	0.0
	"Congenital rubella"	"771.0"	118	4961016600	0.0
	"Congenital cytomegalovirus infection"	"771.1"	568	4961016600	0.0
	"Other congenital infections"	"771.2"	558	4961016600	0.0
	"Tetanus neonatorum"	"771.3"	3	4961016600	0.0 (Unreliable)
	"Omphalitis of the newborn"	"771.4"	132	4961016600	0.0
	"Neonatal infective mastitis"	"771.5"	7	4961016600	0.0 (Unreliable)
	"Neonatal conjunctivitis and dacryocystitis"	"771.6"	1	4961016600	0.0 (Unreliable)
	"Neonatal candida infection"	"771.7"	376	4961016600	0.0
	"Other infection specific to the perinatal period"	"771.8"	15974	4961016600	0.3
	"Fetal blood loss"	"772.0"	244	4961016600	0.0
	"Intraventricular hemorrhage"	"772.1"	7378	4961016600	0.1
	"Subarachnoid hemorrhage"	"772.2"	312	4961016600	0.0
	"Umbilical hemorrhage after birth"	"772.3"	29	4961016600	0.0
	"Gastrointestinal hemorrhage"	"772.4"	102	4961016600	0.0
	"Adrenal hemorrhage"	"772.5"	65	4961016600	0.0
	"Cutaneous hemorrhage"	"772.6"	53	4961016600	0.0
	"Other specified hemorrhage of fetus or newborn"	"772.8"	249	4961016600	0.0
	"Unspecified hemorrhage of newborn"	"772.9"	486	4961016600	0.0
	"Hemolytic disease due to rh isoimmunization"	"773.0"	261	4961016600	0.0
	"Hemolytic disease due to abo isoimmunization"	"773.1"	23	4961016600	0.0
	"Hemolytic disease due to other and unspecified isoimmunization"	"773.2"	338	4961016600	0.0
	"Hydrops fetalis due to isoimmunization"	"773.3"	68	4961016600	0.0
	"Kernicterus due to isoimmunization"	"773.4"	3	4961016600	0.0 (Unreliable)
	"Late anemia due to isoimmunization"	"773.5"	1	4961016600	0.0 (Unreliable)
	"Perinatal jaundice from other excessive hemolysis"	"774.1"	2	4961016600	0.0 (Unreliable)
	"Neonatal jaundice associated with preterm delivery"	"774.2"	31	4961016600	0.0
	"Neonatal jaundice due to delayed conjugation from other causes"	"774.3"	0	4961016600	0.0 (Unreliable)
	"Perinatal jaundice due to hepatocellular damage"	"774.4"	149	4961016600	0.0
	"Perinatal jaundice from other causes"	"774.5"	0	4961016600	0.0 (Unreliable)
	"Unspecified fetal and neonatal jaundice"	"774.6"	55	4961016600	0.0
	"Kernicterus not due to isoimmunization"	"774.7"	28	4961016600	0.0
	"Syndrome of 'infant of a diabetic mother'"	"775.0"	202	4961016600	0.0
	"Neonatal diabetes mellitus"	"775.1"	15	4961016600	0.0 (Unreliable)
	"Neonatal myasthenia gravis"	"775.2"	10	4961016600	0.0 (Unreliable)
	"Neonatal thyrotoxicosis"	"775.3"	8	4961016600	0.0 (Unreliable)
	"Hypocalcemia and hypomagnesemia of newborn"	"775.4"	7	4961016600	0.0 (Unreliable)
	"Other transitory neonatal electrolyte disturbances"	"775.5"	84	4961016600	0.0
	"Neonatal hypoglycemia"	"775.6"	34	4961016600	0.0
	"Late metabolic acidosis of newborn"	"775.7"	51	4961016600	0.0
	"Other transitory neonatal endocrine and metabolic disturbances"	"775.8"	2	4961016600	0.0 (Unreliable)
	"Unspecified endocrine and metabolic disturbances specific to the fetus and newborn"	"775.9"	1	4961016600	0.0 (Unreliable)
	"Hemorrhagic disease of newborn"	"776.0"	104	4961016600	0.0
	"Transient neonatal thrombocytopenia"	"776.1"	18	4961016600	0.0 (Unreliable)
	"Disseminated intravascular coagulation in newborn"	"776.2"	1123	4961016600	0.0
	"Other transient neonatal disorders of coagulation"	"776.3"	29	4961016600	0.0
	"Polycythemia neonatorum"	"776.4"	4	4961016600	0.0 (Unreliable)
	"Congenital anemia"	"776.5"	93	4961016600	0.0
	"Anemia of prematurity"	"776.6"	171	4961016600	0.0
	"Transient neonatal neutropenia"	"776.7"	13	4961016600	0.0 (Unreliable)
	"Other specified transient hematological disorders"	"776.8"	5	4961016600	0.0 (Unreliable)
	"Unspecified hematological disorder specific to fetus or newborn"	"776.9"	23	4961016600	0.0
	"Meconium obstruction"	"777.1"	30	4961016600	0.0
	"Intestinal obstruction due to inspissated milk"	"777.2"	2	4961016600	0.0 (Unreliable)
	"Hematemesis and melena due to swallowed maternal blood"	"777.3"	0	4961016600	0.0 (Unreliable)
	"Transitory ileus of newborn"	"777.4"	0	4961016600	0.0 (Unreliable)
	"Necrotizing enterocolitis in fetus or newborn"	"777.5"	7261	4961016600	0.1
	"Perinatal intestinal perforation"	"777.6"	581	4961016600	0.0
	"Other specified perinatal disorders of digestive system"	"777.8"	53	4961016600	0.0
	"Unspecified perinatal disorder of digestive system"	"777.9"	2	4961016600	0.0 (Unreliable)
	"Hydrops fetalis not due to isoimmunization"	"778.0"	3046	4961016600	0.1
	"Sclerema neonatorum"	"778.1"	19	4961016600	0.0 (Unreliable)
	"Cold injury syndrome of newborn"	"778.2"	7	4961016600	0.0 (Unreliable)
	"Other hypothermia of newborn"	"778.3"	124	4961016600	0.0
	"Other disturbances of temperature regulation of newborn"	"778.4"	3	4961016600	0.0 (Unreliable)
	"Other and unspecified edema of newborn"	"778.5"	35	4961016600	0.0
	"Congenital hydrocele"	"778.6"	1	4961016600	0.0 (Unreliable)
	"Breast engorgement in newborn"	"778.7"	1	4961016600	0.0 (Unreliable)
	"Other specified conditions involving the integument of fetus and newborn"	"778.8"	3	4961016600	0.0 (Unreliable)
	"Unspecified condition involving the integument and temperature regulation of fetus and newborn"	"778.9"	8	4961016600	0.0 (Unreliable)
	"Convulsions in newborn"	"779.0"	256	4961016600	0.0
	"Other and unspecified cerebral irritability in newborn"	"779.1"	9	4961016600	0.0 (Unreliable)
	"Cerebral depression, coma, and other abnormal cerebral signs"	"779.2"	69	4961016600	0.0
	"Feeding problems in newborn"	"779.3"	18	4961016600	0.0 (Unreliable)
	"Drug reactions and intoxications specific to newborn"	"779.4"	14	4961016600	0.0 (Unreliable)
	"Drug withdrawal syndrome in newborn"	"779.5"	41	4961016600	0.0
	"Termination of pregnancy (fetus)"	"779.6"	1013	4961016600	0.0
	"Other specified conditions originating in the perinatal period"	"779.8"	36130	4961016600	0.7
	"Unspecified condition originating in the perinatal period"	"779.9"	337	4961016600	0.0
	"Alteration of consciousness"	"780.0"	345	4961016600	0.0
	"Hallucinations"	"780.1"	0	4961016600	0.0 (Unreliable)
	"Syncope and collapse"	"780.2"	351	4961016600	0.0
	"Convulsions"	"780.3"	13024	4961016600	0.3
	"Dizziness and giddiness"	"780.4"	6	4961016600	0.0 (Unreliable)
	"Sleep disturbances"	"780.5"	8	4961016600	0.0 (Unreliable)
	"Fever"	"780.6"	1001	4961016600	0.0
	"Malaise and fatigue"	"780.7"	81	4961016600	0.0
	"Hyperhidrosis"	"780.8"	0	4961016600	0.0 (Unreliable)
	"Other general symptoms"	"780.9"	54	4961016600	0.0
	"Abnormal involuntary movements"	"781.0"	8	4961016600	0.0 (Unreliable)
	"Disturbances of sensation of smell and taste"	"781.1"	1	4961016600	0.0 (Unreliable)
	"Abnormality of gait"	"781.2"	1	4961016600	0.0 (Unreliable)
	"Lack of coordination"	"781.3"	29	4961016600	0.0
	"Transient paralysis of limb"	"781.4"	0	4961016600	0.0 (Unreliable)
	"Clubbing of fingers"	"781.5"	0	4961016600	0.0 (Unreliable)
	"Meningismus"	"781.6"	0	4961016600	0.0 (Unreliable)
	"Tetany"	"781.7"	2	4961016600	0.0 (Unreliable)
	"Other symptoms involving nervous and musculoskeletal systems"	"781.9"	399	4961016600	0.0
	"Disturbance of skin sensation"	"782.0"	1	4961016600	0.0 (Unreliable)
	"Rash and other nonspecific skin eruption"	"782.1"	4	4961016600	0.0 (Unreliable)
	"Localized superficial swelling, mass, or lump"	"782.2"	4	4961016600	0.0 (Unreliable)
	"Edema"	"782.3"	97	4961016600	0.0
	"Jaundice, unspecified, not of newborn"	"782.4"	81	4961016600	0.0
	"Cyanosis"	"782.5"	1	4961016600	0.0 (Unreliable)
	"Pallor and flushing"	"782.6"	0	4961016600	0.0 (Unreliable)
	"Spontaneous ecchymoses"	"782.7"	23	4961016600	0.0
	"Changes in skin texture"	"782.8"	0	4961016600	0.0 (Unreliable)
	"Other symptoms involving skin and integumentary tissues"	"782.9"	1	4961016600	0.0 (Unreliable)
	"Anorexia"	"783.0"	250	4961016600	0.0
	"Abnormal weight gain"	"783.1"	1	4961016600	0.0 (Unreliable)
	"Abnormal loss of weight and underweight"	"783.2"	37	4961016600	0.0
	"Feeding difficulties and mismanagement"	"783.3"	3	4961016600	0.0 (Unreliable)
	"Lack of expected normal physiological development in childhood"	"783.4"	1033	4961016600	0.0
	"Polydipsia"	"783.5"	1	4961016600	0.0 (Unreliable)
	"Polyphagia"	"783.6"	19	4961016600	0.0 (Unreliable)
	"Other symptoms concerning nutrition, metabolism, and development"	"783.9"	37	4961016600	0.0
	"Headache"	"784.0"	19	4961016600	0.0 (Unreliable)
	"Throat pain"	"784.1"	0	4961016600	0.0 (Unreliable)
	"Swelling, mass, or lump in head and neck"	"784.2"	84	4961016600	0.0
	"Aphasia"	"784.3"	6	4961016600	0.0 (Unreliable)
	"Voice disturbance"	"784.4"	0	4961016600	0.0 (Unreliable)
	"Other speech disturbance"	"784.5"	4	4961016600	0.0 (Unreliable)
	"Other symbolic dysfunction"	"784.6"	2	4961016600	0.0 (Unreliable)
	"Epistaxis"	"784.7"	40	4961016600	0.0
	"Hemorrhage from throat"	"784.8"	5	4961016600	0.0 (Unreliable)
	"Other symptoms involving head and neck"	"784.9"	2	4961016600	0.0 (Unreliable)
	"Tachycardia, unspecified"	"785.0"	69	4961016600	0.0
	"Palpitations"	"785.1"	8	4961016600	0.0 (Unreliable)
	"Undiagnosed cardiac murmurs"	"785.2"	9	4961016600	0.0 (Unreliable)
	"Other abnormal heart sounds"	"785.3"	0	4961016600	0.0 (Unreliable)
	"Gangrene"	"785.4"	1635	4961016600	0.0
	"Shock without mention of trauma"	"785.5"	19486	4961016600	0.4
	"Enlargement of lymph nodes"	"785.6"	47	4961016600	0.0
	"Other symptoms involving cardiovascular system"	"785.9"	0	4961016600	0.0 (Unreliable)
	"Dyspnea and respiratory abnormalities"	"786.0"	2005	4961016600	0.0
	"Stridor"	"786.1"	2	4961016600	0.0 (Unreliable)
	"Cough"	"786.2"	8	4961016600	0.0 (Unreliable)
	"Hemoptysis"	"786.3"	1200	4961016600	0.0
	"Abnormal sputum"	"786.4"	2	4961016600	0.0 (Unreliable)
	"Chest pain"	"786.5"	127	4961016600	0.0
	"Swelling, mass, or lump in chest"	"786.6"	21	4961016600	0.0
	"Abnormal chest sounds"	"786.7"	0	4961016600	0.0 (Unreliable)
	"Hiccough"	"786.8"	0	4961016600	0.0 (Unreliable)
	"Other symptoms involving respiratory system and chest"	"786.9"	9	4961016600	0.0 (Unreliable)
	"Nausea and vomiting"	"787.0"	48	4961016600	0.0
	"Heartburn"	"787.1"	2	4961016600	0.0 (Unreliable)
	"Dysphagia"	"787.2"	99	4961016600	0.0
	"Flatulence, eructation, and gas pain"	"787.3"	15	4961016600	0.0 (Unreliable)
	"Visible peristalsis"	"787.4"	2	4961016600	0.0 (Unreliable)
	"Abnormal bowel sounds"	"787.5"	0	4961016600	0.0 (Unreliable)
	"Incontinence of feces"	"787.6"	1	4961016600	0.0 (Unreliable)
	"Abnormal feces"	"787.7"	0	4961016600	0.0 (Unreliable)
	"Other symptoms involving digestive system"	"787.9"	0	4961016600	0.0 (Unreliable)
	"Renal colic"	"788.0"	4	4961016600	0.0 (Unreliable)
	"Dysuria"	"788.1"	3	4961016600	0.0 (Unreliable)
	"Retention of urine"	"788.2"	15	4961016600	0.0 (Unreliable)
	"Urinary incontinence"	"788.3"	6	4961016600	0.0 (Unreliable)
	"Frequency of urination and polyuria"	"788.4"	1	4961016600	0.0 (Unreliable)
	"Oliguria and anuria"	"788.5"	12	4961016600	0.0 (Unreliable)
	"Other abnormality of urination"	"788.6"	2	4961016600	0.0 (Unreliable)
	"Urethral discharge"	"788.7"	1	4961016600	0.0 (Unreliable)
	"Extravasation of urine"	"788.8"	2	4961016600	0.0 (Unreliable)
	"Other symptoms involving urinary system"	"788.9"	2	4961016600	0.0 (Unreliable)
	"Abdominal pain"	"789.0"	784	4961016600	0.0
	"Hepatomegaly"	"789.1"	34	4961016600	0.0
	"Splenomegaly"	"789.2"	12	4961016600	0.0 (Unreliable)
	"Abdominal or pelvic swelling, mass, or lump"	"789.3"	135	4961016600	0.0
	"Abdominal rigidity"	"789.4"	1	4961016600	0.0 (Unreliable)
	"Ascites"	"789.5"	223	4961016600	0.0
	"Other symptoms involving abdomen and pelvis"	"789.9"	282	4961016600	0.0
	"Abnormality of red blood cells"	"790.0"	0	4961016600	0.0 (Unreliable)
	"Elevated sedimentation rate"	"790.1"	1	4961016600	0.0 (Unreliable)
	"Abnormal glucose tolerance test"	"790.2"	2	4961016600	0.0 (Unreliable)
	"Excessive blood level of alcohol"	"790.3"	272	4961016600	0.0
	"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [ldh]"	"790.4"	0	4961016600	0.0 (Unreliable)
	"Other nonspecific abnormalserum enzyme levels"	"790.5"	1	4961016600	0.0 (Unreliable)
	"Other abnormal blood chemistry"	"790.6"	118	4961016600	0.0
	"Bacteremia"	"790.7"	314	4961016600	0.0
	"Viremia, unspecified"	"790.8"	116	4961016600	0.0
	"Other nonspecific findings on examination of blood"	"790.9"	1	4961016600	0.0 (Unreliable)
	"Proteinuria"	"791.0"	0	4961016600	0.0 (Unreliable)
	"Chyluria"	"791.1"	1	4961016600	0.0 (Unreliable)
	"Hemoglobinuria"	"791.2"	0	4961016600	0.0 (Unreliable)
	"Myoglobinuria"	"791.3"	2	4961016600	0.0 (Unreliable)
	"Biliuria"	"791.4"	0	4961016600	0.0 (Unreliable)
	"Glycosuria"	"791.5"	0	4961016600	0.0 (Unreliable)
	"Acetonuria"	"791.6"	0	4961016600	0.0 (Unreliable)
	"Other cells and casts in urine"	"791.7"	0	4961016600	0.0 (Unreliable)
	"Other nonspecific findings on examination of urine"	"791.9"	167	4961016600	0.0
	"Cerebrospinal fluid"	"792.0"	0	4961016600	0.0 (Unreliable)
	"Stool contents"	"792.1"	0	4961016600	0.0 (Unreliable)
	"Semen"	"792.2"	0	4961016600	0.0 (Unreliable)
	"Amniotic fluid"	"792.3"	0	4961016600	0.0 (Unreliable)
	"Saliva"	"792.4"	0	4961016600	0.0 (Unreliable)
	"Other nonspecific abnormal findings in body substances"	"792.9"	1	4961016600	0.0 (Unreliable)
	"Skull and head"	"793.0"	0	4961016600	0.0 (Unreliable)
	"Lung field"	"793.1"	17	4961016600	0.0 (Unreliable)
	"Other intrathoracic organ"	"793.2"	0	4961016600	0.0 (Unreliable)
	"Biliary tract"	"793.3"	1	4961016600	0.0 (Unreliable)
	"Gastrointestinal tract"	"793.4"	0	4961016600	0.0 (Unreliable)
	"Genitourinary organs"	"793.5"	0	4961016600	0.0 (Unreliable)
	"Abdominal area, including retroperitoneum"	"793.6"	0	4961016600	0.0 (Unreliable)
	"Musculoskeletal system"	"793.7"	0	4961016600	0.0 (Unreliable)
	"Breast"	"793.8"	0	4961016600	0.0 (Unreliable)
	"Other"	"793.9"	1	4961016600	0.0 (Unreliable)
	"Brain and central nervous system"	"794.0"	1	4961016600	0.0 (Unreliable)
	"Peripheral nervous system and special senses"	"794.1"	0	4961016600	0.0 (Unreliable)
	"Pulmonary"	"794.2"	0	4961016600	0.0 (Unreliable)
	"Cardiovascular"	"794.3"	8	4961016600	0.0 (Unreliable)
	"Kidney"	"794.4"	0	4961016600	0.0 (Unreliable)
	"Thyroid"	"794.5"	0	4961016600	0.0 (Unreliable)
	"Other endocrine function study"	"794.6"	0	4961016600	0.0 (Unreliable)
	"Basal metabolism"	"794.7"	0	4961016600	0.0 (Unreliable)
	"Liver"	"794.8"	1	4961016600	0.0 (Unreliable)
	"Other"	"794.9"	0	4961016600	0.0 (Unreliable)
	"Nonspecific abnormal papanicolaou smear of cervix"	"795.0"	17	4961016600	0.0 (Unreliable)
	"Nonspecific abnormal papanicolaou smear of other site"	"795.1"	22	4961016600	0.0
	"Nonspecific abnormal findings on chromosomal analysisabnormal karyotype"	"795.2"	1	4961016600	0.0 (Unreliable)
	"Nonspecific positive culture findings"	"795.3"	0	4961016600	0.0 (Unreliable)
	"Other nonspecific abnormal histological findings"	"795.4"	0	4961016600	0.0 (Unreliable)
	"Nonspecific reaction to tuberculin skin test without active tuberculosis"	"795.5"	0	4961016600	0.0 (Unreliable)
	"False positive serological test for syphilis"	"795.6"	0	4961016600	0.0 (Unreliable)
	"Other nonspecific immunological findings"	"795.7"	2	4961016600	0.0 (Unreliable)
	"Nonspecific abnormal toxicological findings"	"796.0"	3	4961016600	0.0 (Unreliable)
	"Abnormal reflex"	"796.1"	3	4961016600	0.0 (Unreliable)
	"Elevated blood pressure reading without diagnosis of hypertension"	"796.2"	0	4961016600	0.0 (Unreliable)
	"Nonspecific low blood pressure reading"	"796.3"	0	4961016600	0.0 (Unreliable)
	"Other abnormal clinical findings"	"796.4"	1	4961016600	0.0 (Unreliable)
	"Other"	"796.9"	1	4961016600	0.0 (Unreliable)
	"Senility without mention of psychosis"	"797"	32912	4961016600	0.7
	"Sudden infant death syndrome - SIDS"	"798.0"	95504	4961016600	1.9
	"Instantaneous death"	"798.1"	6664	4961016600	0.1
	"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained"	"798.2"	73	4961016600	0.0
	"Unattended death"	"798.9"	1328	4961016600	0.0
	"Asphyxia"	"799.0"	1387	4961016600	0.0
	"Respiratory arrest"	"799.1"	54996	4961016600	1.1
	"Nervousness"	"799.2"	1	4961016600	0.0 (Unreliable)
	"Debility, unspecified"	"799.3"	843	4961016600	0.0
	"Cachexia"	"799.4"	869	4961016600	0.0
	"Other ill-defined conditions"	"799.8"	3728	4961016600	0.1
	"Other unknown and unspecified cause"	"799.9"	312723	4961016600	6.3
	"Railway employee"	"E800.0"	118	4961016600	0.0
	"Passenger on railway"	"E800.1"	27	4961016600	0.0
	"Pedestrian"	"E800.2"	7	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E800.3"	1	4961016600	0.0 (Unreliable)
	"Other specified person"	"E800.8"	3	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E800.9"	18	4961016600	0.0 (Unreliable)
	"Railway employee"	"E801.0"	8	4961016600	0.0 (Unreliable)
	"Passenger on railway"	"E801.1"	4	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E801.2"	7	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E801.3"	84	4961016600	0.0
	"Other specified person"	"E801.8"	18	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E801.9"	20	4961016600	0.0
	"Railway employee"	"E802.0"	48	4961016600	0.0
	"Passenger on railway"	"E802.1"	56	4961016600	0.0
	"Pedestrian"	"E802.2"	2	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E802.3"	0	4961016600	0.0 (Unreliable)
	"Other specified person"	"E802.8"	7	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E802.9"	20	4961016600	0.0
	"Railway employee"	"E803.0"	5	4961016600	0.0 (Unreliable)
	"Passenger on railway"	"E803.1"	2	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E803.2"	0	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E803.3"	0	4961016600	0.0 (Unreliable)
	"Other specified person"	"E803.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E803.9"	3	4961016600	0.0 (Unreliable)
	"Railway employee"	"E804.0"	52	4961016600	0.0
	"Passenger on railway"	"E804.1"	47	4961016600	0.0
	"Pedestrian"	"E804.2"	22	4961016600	0.0
	"Pedal cyclist"	"E804.3"	0	4961016600	0.0 (Unreliable)
	"Other specified person"	"E804.8"	69	4961016600	0.0
	"Unspecified person"	"E804.9"	350	4961016600	0.0
	"Railway employee"	"E805.0"	280	4961016600	0.0
	"Passenger on railway"	"E805.1"	41	4961016600	0.0
	"Pedestrian"	"E805.2"	9512	4961016600	0.2
	"Pedal cyclist"	"E805.3"	47	4961016600	0.0
	"Other specified person"	"E805.8"	54	4961016600	0.0
	"Hit by rolling stock unspecified person"	"E805.9"	485	4961016600	0.0
	"Railway employee"	"E806.0"	22	4961016600	0.0
	"Passenger on railway"	"E806.1"	7	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E806.2"	26	4961016600	0.0
	"Pedal cyclist"	"E806.3"	2	4961016600	0.0 (Unreliable)
	"Other specified person"	"E806.8"	16	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E806.9"	37	4961016600	0.0
	"Railway employee"	"E807.0"	31	4961016600	0.0
	"Passenger on railway"	"E807.1"	6	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E807.2"	19	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E807.3"	0	4961016600	0.0 (Unreliable)
	"Other specified person"	"E807.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E807.9"	182	4961016600	0.0
	"Driver of motor vehicle other than motorcycle"	"E810.0"	5287	4961016600	0.1
	"Passenger in motor vehicle other than motorcycle"	"E810.1"	2383	4961016600	0.0
	"Motorcyclist"	"E810.2"	181	4961016600	0.0
	"Passenger on motorcycle"	"E810.3"	24	4961016600	0.0
	"Occupant of streetcar"	"E810.4"	1	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-drawn vehicle"	"E810.5"	1	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E810.6"	3	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E810.7"	54	4961016600	0.0
	"Other specified person"	"E810.8"	43	4961016600	0.0
	"Unspecified person"	"E810.9"	3310	4961016600	0.1
	"Driver of motor vehicle other than moto"	"E811.0"	365	4961016600	0.0
	"Passenger in motor vehicle other than m"	"E811.1"	179	4961016600	0.0
	"Motorcyclist"	"E811.2"	3	4961016600	0.0 (Unreliable)
	"Passenger on motorcycle"	"E811.3"	2	4961016600	0.0 (Unreliable)
	"Occupant of streetcar"	"E811.4"	0	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-dra"	"E811.5"	0	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E811.6"	0	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E811.7"	0	4961016600	0.0 (Unreliable)
	"Other specified person"	"E811.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E811.9"	15	4961016600	0.0 (Unreliable)
	"Driver of motor vehicle other than motorcycle"	"E812.0"	167313	4961016600	3.4
	"Passenger in motor vehicle other than motorcycle"	"E812.1"	85371	4961016600	1.7
	"Motorcyclist"	"E812.2"	26086	4961016600	0.5
	"Passenger on motorcycle"	"E812.3"	3460	4961016600	0.1
	"Occupant of streetcar"	"E812.4"	2	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-drawn vehicle"	"E812.5"	3	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E812.6"	44	4961016600	0.0
	"Pedestrian"	"E812.7"	473	4961016600	0.0
	"Other specified person"	"E812.8"	157	4961016600	0.0
	"Unspecified person"	"E812.9"	55793	4961016600	1.1
	"Driver of motor vehicle other than motorcycle"	"E813.0"	94	4961016600	0.0
	"Passenger in motor vehicle other than motorcycle"	"E813.1"	25	4961016600	0.0
	"Motorcyclist"	"E813.2"	49	4961016600	0.0
	"Passenger on motorcycle"	"E813.3"	6	4961016600	0.0 (Unreliable)
	"Occupant of streetcar"	"E813.4"	0	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-drawn vehicle"	"E813.5"	114	4961016600	0.0
	"Pedal cyclist"	"E813.6"	15854	4961016600	0.3
	"Pedestrian"	"E813.7"	37	4961016600	0.0
	"Other specified person"	"E813.8"	88	4961016600	0.0
	"Unspecified person"	"E813.9"	411	4961016600	0.0
	"Driver of motor vehicle other than motorcycle"	"E814.0"	54	4961016600	0.0
	"Passenger in motor vehicle other than motorcycle"	"E814.1"	39	4961016600	0.0
	"Motorcyclist"	"E814.2"	53	4961016600	0.0
	"Passenger on motorcycle"	"E814.3"	34	4961016600	0.0
	"Occupant of streetcar"	"E814.4"	2	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-drawn vehicle"	"E814.5"	23	4961016600	0.0
	"Pedal cyclist"	"E814.6"	26	4961016600	0.0
	"Pedestrian"	"E814.7"	134112	4961016600	2.7
	"Other specified person"	"E814.8"	9	4961016600	0.0 (Unreliable)
	"Unspecified person"	"E814.9"	83	4961016600	0.0
	"Driver of motor vehicle other than motorcycle"	"E815.0"	69889	4961016600	1.4
	"Passenger in motor vehicle other than motorcycle"	"E815.1"	27839	4961016600	0.6
	"Motorcyclist"	"E815.2"	10249	4961016600	0.2
	"Passenger on motorcycle"	"E815.3"	992	4961016600	0.0
	"Occupant of streetcar"	"E815.4"	5	4961016600	0.0 (Unreliable)
	"Rider of animal; occupant of animal-drawn vehicle"	"E815.5"	16	4961016600	0.0 (Unreliable)
	"Pedal cyclist"	"E815.6"	13	4961016600	0.0 (Unreliable)
	"Pedestrian"	"E815.7"	42	4961016600	0.0
	"Other specified person"	"E815.8"	53	4961016600	0.0
	"Unspecified person"	"E815.9"	17241	4961016600	0.3
	"Driver of motor vehicle other than motor"	"E816.0"	77185	4961016600	1.6
	"Passenger in motor vehicle other than mo"	"E816.1"	32750	4961016600	0.7
	"Motorcyclist"	"E816.2"	8203	4961016600	0.2
	"Passenger on motorcycle"	"E816.3"	945	4961016600	0.0
